tagno,relative,age,sex,Illness,employment,salary,modeofpayment,Air quality,,,,
2019-WC-3-0159,5,11,1,,,,,34,,,,
2019-WC-3-0159,2,49,1,,1,14000,5,34,,,,
2019-PAL3-3-0082-03,2,57,1,,1,15000,51,34,,,,
2019-PAL3-3-0082-03,5,21,1,,2,,,34,,,,
2019-PAL3-3-0082-03,5,17,1,,2,,,34,,,,
2019-PAL2-3-0079-07,5,7,1,,,,,34,,,,
2019-PAL2-3-0079-07,5,2,1,,,,,34,,,,
2019-PAL2-3-0079-07,2,36,2,,2,,,34,,,,
2019-PAL2-3-0079-07,1,35,1,,1,15000,5,34,,,,
2019-WC-3-0054-09,2,34,1,,1,40000,26,34,,,,
2019-WC-3-0054-09,4,9,2,,,,,34,,,,
2019-WC-3-0054-09,5,11,1,,,,,34,,,,
2019-PAL2-6-0072-02,5,27,1,,1,10000,5,34,,,,
2019-G2-3-0623-02,5,28,1,,2,,,34,,,,
2019-G2-3-0623-02,4,21,2,,2,,,34,,,,
2019-G2-3-0623-02,4,23,2,,1,14400,51,34,,,,
2019-G2-3-0623-02,2,53,1,,1,12880,51,34,,,,
2019-G2-3-0623-03,2,27,2,,2,,,34,,,,
2019-G2-3-0623-03,5,9,1,,,,,34,,,,
2019-G2-3-0415,5,2,1,,,,,34,,,,
2019-G2-3-0415,2,28,1,,1,30000,5,34,,,,
2019-ISG-6-0093-05,5,6,1,,,,,34,,,,
2019-ISG-6-0093-05,4,7,2,,,,,34,,,,
2019-ISG-6-0093-05,2,27,1,,1,15000,5,34,,,,
2019-UW-1-0415-03,1,25,1,,1,13000,51,34,,,,
2019-PAL-1-0265-02,1,31,2,,2,,,34,,,,
2019-PAL-6-0541,2,70,2,,3,,,34,,,,
2019-PAL-6-0551-02,5,21,1,,1,18000,5,34,,,,
2019-PAL-6-0551-02,5,22,1,,2,,,34,,,,
2019-UW-6-0033-02,1,46,2,,2,,,34,,,,
2019-PAL-6-0509,2,34,2,,2,,,34,,,,
2019-PAL-6-0510,4,33,2,,1,2000,26,34,,,,
2019-PAL-5-0269,1,66,2,,,,,34,,,,
2019-PAL3-2-0054-03,2,35,1,,1,4000,51,34,,,,
2019-PAL3-2-0054-03,5,14,1,,,,,34,,,,
2019-PAL3-2-0054-03,4,13,2,,,,,34,,,,
2019-PAL3-2-0054-03,5,0,1,,,,,34,,,,
2019-WC-3-0054-09,1,35,2,,3,,,34,,,,
2019-UW-1-0168,5,17,1,,2,,,34,,,,
2019-UW-1-0168,5,26,1,,2,,,34,,,,
2019-UW-1-0168,5,28,1,,1,32000,5,34,,,,
2019-UW-1-0168-02,2,31,2,,1,24000,5,34,,,,
2019-UW-1-0168-02,5,5,1,,,,,34,,,,
2019-G2-3-0609-03,4,2,2,,,,,34,,,,
2019-G2-3-0609-03,2,26,1,,1,18000,5,34,,,,
2019-PAL-6-0308-02,2,41,1,,1,15000,5,34,,,,
2019-PAL-6-0308-02,5,12,1,,,,,34,,,,
2019-PAL-1-0188-04,1,39,1,,1,13000,5,34,,,,
2019-PAL-1-0188-04,4,5,2,,,,,34,,,,
2019-PAL-1-0188-04,5,10,1,,,,,34,,,,
2019-PAL-1-0188-04,5,8,1,,,,,34,,,,
2019-PAL-6-0137,4,26,2,,1,17000,5,34,,,,
2019-PAL-6-0137,6,12,1,,,,,34,,,,
2019-PAL-6-0137,6,13,2,,,,,34,,,,
2019-PAL-6-0137-02,2,37,2,,1,31000,5,34,,,,
2019-PAN-2-0090-02,2,38,2,,1,50000,26,34,,,,
2019-PAL2-6-0004,5,17,1,,2,,,34,,,,
2019-PAL2-6-0004-02,2,20,2,,1,500,22,34,,,,
2019-PAL2-6-0004,4,15,2,,2,,,34,,,,
2019-PAL2-6-0004,2,45,1,,1,25000,5,34,,,,
2019-UW-6-0033-02,4,21,2,,1,20000,5,34,,,,
2019-UW-6-0033-02,2,49,1,,1,15000,11,34,,,,
2019-UW-6-0033-02,5,17,1,,2,,,34,,,,
2019-UW-6-0033-02,5,10,1,,,,,34,,,,
2019-WC-3-0113-04,2,39,1,,1,10000,51,34,,,,
2019-WC-3-0113-04,5,4,1,,,,,34,,,,
2019-WC-3-0113-04,4,5,2,,,,,34,,,,
2019-PAN-2-0596,1,41,1,,1,30000,5,34,,,,
2019-PAN-2-0596,5,13,1,,,,,34,,,,
2019-PAN-2-0596,4,10,2,,,,,34,,,,
2019-WC-6-0046,1,38,2,,1,1000,22,34,,,,
2019-ISU-1-0360,2,58,2,,2,,,34,,,,
2019-PAL-6-0143-03,2,36,1,,1,15000,5,34,,,,
2019-PAL-6-0143-03,4,9,2,,,,,34,,,,
2019-PAL-6-0590,2,53,1,,1,10000,51,34,,,,
2019-PAL-6-0590,5,20,1,,2,,,34,,,,
2019-PAL-6-0591,2,51,2,,1,18000,5,34,,,,
2019-PAL-6-0591,5,14,1,,2,,,34,,,,
2019-PAL-6-0591,7,48,1,,2,,,34,,,,
2019-PAL-6-0591,6,16,2,,,,,34,,,,
2019-ISG-6-0080-05,2,60,1,,2,,,34,,,,
2019-ISG-6-0080-05,5,25,1,,1,14000,5,34,,,,
2019-PAL-6-0494,6,25,1,,1,25000,5,34,,,,
2019-G2-3-0342-02,1,44,2,,1,12000,5,34,,,,
2019-PAL-5-0089,5,16,1,,2,,,34,,,,
2019-PAL-5-0089,5,18,1,,2,,,34,,,,
2019-PAL-5-0089,2,48,1,,3,,,34,,,,
2019-PAL3-6-0052,2,36,2,,1,3000,26,34,,,,
2019-PAL3-6-0052,7,19,1,,2,,,34,,,,
2019-UW-6-0023-02,1,49,2,,2,,,34,,,,
2019-PAL4-3-0037,1,43,2,,1,10000,26,34,,,,
2019-WC-3-0131-03,5,0,1,,,,,34,,,,
2019-PAL-6-0561,1,46,2,,2,,,34,,,,
2019-G2-3-0621-02,2,22,1,,1,10000,5,34,,,,
2019-ISU-1-0104-02,5,0,1,,1,13000,5,34,,,,
2019-UW-1-0285-05,5,18,1,,2,,,34,,,,
2019-UW-1-0285-05,2,43,1,,1,11200,51,34,,,,
2019-ISG-6-0022,2,54,2,,1,6300,26,34,,,,
2019-PAL-3-0089-02,2,30,1,,1,49000,26,34,,,,
2019-ISG-6-0075-03,1,22,2,,2,,,34,,,,
2019-WC-4-0042-02,4,18,2,,2,,,34,,,,
2019-WC-3-0114,2,48,1,,1,90000,26,34,,,,
2019-WC-3-0114,5,22,1,,2,,,34,,,,
2019-WC-3-0114,4,2,2,,,,,34,,,,
2019-WC-3-0114,5,21,1,,2,,,34,,,,
2019-PAL-6-0429,4,20,2,,2,,,34,,,,
2019-PAL-6-0429,4,15,2,,2,,,34,,,,
2019-PAL-6-0429,5,17,1,,2,,,34,,,,
2019-PAL-6-0429,4,19,2,,2,,,34,,,,
2019-PAL-6-0429,2,51,1,,1,12000,22,34,,,,
2019-PAL-6-0430,4,26,2,,1,20000,5,34,,,,
2019-PAL-6-0430,7,44,1,,1,12000,51,34,,,,
2019-PAL-6-0430,3,54,2,,2,,,34,,,,
2019-PAL-6-0430,4,13,2,,,,,34,,,,
2019-PAL-6-0430,2,58,1,,3,,,34,,,,
2019-PAL-6-0430,3,49,2,,1,12000,22,34,,,,
2019-G2-3-0358-02,1,56,2,,2,,,34,,,,
2019-G2-3-0163-02,1,28,2,,2,,,34,,,,
2019-G2-3-0163,2,52,2,,1,10000,26,34,,,,
2019-G2-3-0337,1,46,2,,1,20000,5,34,,,,
2019-G2-3-0342-03,5,2,1,,,,,34,,,,
2019-G2-3-0342-03,2,27,1,,1,12000,5,34,,,,
2019-G2-3-0633-06,2,50,1,,1,18000,22,34,,,,
2019-ISU-1-0201-02,5,22,1,,1,10000,51,34,,,,
2019-ISU-1-0201-02,5,17,1,,2,,,34,,,,
2019-PAL-2-0015-03,5,10,1,,,,,34,,,,
2019-PAL-2-0015-03,4,7,2,,,,,34,,,,
2019-PAL-2-0015-03,4,14,2,,,,,34,,,,
2019-PAL-2-0015-03,4,1,2,,,,,34,,,,
2019-PAL-2-0015-03,2,45,1,,2,,,34,,,,
2019-PAL-2-0015-03,4,16,2,,2,,,34,,,,
2019-PAL-6-0096,4,13,2,,,,,34,,,,
2019-PAL-6-0096,5,16,1,,2,,,34,,,,
2019-PAL-6-0097,4,21,2,,1,12000,5,34,,,,
2019-PAL-6-0097,2,41,2,,1,18000,22,34,,,,
2019-PAL-6-0235-02,2,49,1,,1,18000,51,34,,,,
2019-PAL-6-0547,13,26,2,,1,14000,5,34,,,,
2019-G2-3-0633-06,4,7,2,,,,,34,,,,
2019-PAL-6-0096,2,48,1,,1,9000,5,34,,,,
2019-PAL-5-0082,5,34,1,,,,,34,,,,
2019-WC-3-0024-02,2,42,1,,1,12000,5,34,,,,
2019-WC-3-0024-02,4,12,2,,,,,34,,,,
2019-PAL-5-0082-02,2,37,1,,2,,,34,,,,
2019-PAL-1-0189,2,33,1,,1,12000,51,34,,,,
2019-PAL-1-0189,5,11,1,,,,,34,,,,
2019-PAL4-3-0024-03,1,32,2,,2,,,34,,,,
2019-PAL-6-0332,6,21,1,,1,15000,5,34,,,,
2019-PAL-6-0332,6,2,2,,,,,34,,,,
2019-PAN-6-0033,1,51,2,,1,7000,26,34,,,,
2019-PAL4-3-0056-05,5,9,1,,,,,34,,,,
2019-PAL4-3-0056-05,4,13,2,,1,16000,5,34,,,,
2019-PAL4-3-0056,5,18,1,,2,,,34,,,,
2019-PAL4-3-0056,5,21,1,,2,,,34,,,,
2019-PAL4-3-0056,5,23,1,,1,8000,28,34,,,,
2019-WC-6-0008,2,51,1,,1,12000,22,34,,,,
2019-WC-6-0008,4,21,2,,1,15500,5,34,,,,
2019-WC-6-0008,5,17,1,,2,,,34,,,,
2019-UW-1-0185,4,25,2,,1,12000,5,34,,,,
2019-UW-1-0185,1,68,1,,,,,34,,,,
2019-UW-1-0185-02,2,33,1,,1,11000,5,34,,,,
2019-UW-1-0185-02,5,3,1,,,,,34,,,,
2019-UW-1-0206-03,2,29,1,,1,13000,5,34,,,,
2019-UW-1-0206-03,4,0,2,,,,,34,,,,
2019-ISU-1-0057,4,24,2,,2,,,34,,,,
2019-ISU-1-0057,4,22,2,,2,,,34,,,,
2019-ISU-1-0057,5,19,1,,2,,,34,,,,
2019-ISU-1-0057,4,18,2,,1,40000,26,34,,,,
2019-ISU-1-0057,5,28,1,,1,30000,5,34,,,,
2019-UW-1-0297-02,5,4,1,,,,,34,,,,
2019-PAL2-3-0078-08,2,31,1,,,,,34,,,,
2019-ISU-1-0487,5,5,1,,,,,34,,,,
2019-WC-4-0317,2,33,1,,1,5000,5,34,,,,
2019-PAL-6-0539-03,4,5,2,,,,,34,,,,
2019-PAL-6-0539-03,5,0,1,,,,,34,,,,
2019-PAL-6-0539-03,2,26,1,,1,16000,5,34,,,,
2019-PAL-3-0006-04,2,56,1,,1,20000,5,34,,,,
2019-PAL-3-0006-04,4,16,2,,2,,,34,,,,
2019-PAL-3-0006-04,4,21,2,,2,,,34,,,,
2019-PAL-3-0006-04,5,24,1,,2,,,34,,,,
2019-PAL-3-0006-04,5,25,1,,2,,,34,,,,
2019-PAL-3-0006-04,5,13,1,,,,,34,,,,
2019-UW-6-0261-02,5,27,1,,1,35000,5,34,,,,
2019-UW-6-0261-02,2,64,1,,1,15000,52,34,,,,
2019-UW-6-0261-02,4,18,2,,2,,,34,,,,
2019-ISU-1-0533,5,29,1,,1,30000,26,34,,,,
2019-ISU-1-0533,1,62,1,,1,6000,22,34,,,,
2019-ISU-1-0533-02,2,27,2,,1,9000,5,34,,,,
2019-ISU-1-0540,4,11,2,,,,,34,,,,
2019-ISU-1-0540,1,32,1,,1,12000,22,34,,,,
2019-ISU-1-0540,4,3,2,,,,,34,,,,
2019-PAL3-6-0009,1,46,2,,1,14000,5,34,,,,
2019-UW-1-0131,5,25,1,,2,,,34,,,,
2019-UW-1-0133,5,11,1,,,,,34,,,,
2019-UW-1-0133,6,7,1,,,,,34,,,,
2019-UW-1-0133,4,4,2,,,,,34,,,,
2019-UW-1-0133,5,7,1,,,,,34,,,,
2019-UW-1-0133,5,8,1,,,,,34,,,,
2019-UW-1-0133,5,17,1,,2,,,34,,,,
2019-UW-1-0133,5,16,1,,2,,,34,,,,
2019-UW-1-0133,2,43,1,,1,12000,51,34,,,,
2019-UW-1-0134,2,64,1,,1,9600,22,34,,,,
2019-UW-1-0135,2,36,2,,1,3000,26,34,,,,
2019-PAN-6-0040-02,2,44,1,,1,18000,22,34,,,,
2019-PAN-6-0040-02,5,20,1,,2,,,34,,,,
2019-PAN-6-0040-02,4,6,2,,,,,34,,,,
2019-PAN-6-0040-02,4,17,2,,2,,,34,,,,
2019-PAL-5-0050-02,5,11,1,,,,,34,,,,
2019-PAL3-2-0046-02,1,45,2,,2,,,34,,,,
2019-ISU-1-0273-02,2,49,2,,2,,,34,,,,
2019-ISG-6-0058-02,1,69,2,,1,16000,22,34,,,,
2019-PAL-4-0030-02,1,36,2,,2,,,34,,,,
2019-ISU-1-0123-02,2,24,2,,2,,,34,,,,
2019-G2-3-0174,1,39,2,,1,15000,22,34,,,,
2019-PAL3-3-0041-02,1,29,2,,,,,34,,,,
2019-PAL-1-0085-02,1,49,2,,1,60000,22,34,,,,
2019-PAL-1-0156-02,5,9,1,,,,,34,,,,
2019-PAL-6-0564-02,1,41,2,,1,14400,22,34,,,,
2019-ISG-6-0078-03,2,39,1,,1,12000,5,34,,,,
2019-ISU-1-0118,1,29,2,,2,,,34,,,,
2019-ISG-6-0078-03,5,7,1,,,,,34,,,,
2019-ISG-6-0078-03,5,8,1,,,,,34,,,,
2019-ISG-6-0078-03,4,10,2,,,,,34,,,,
2019-G2-3-0436-02,1,44,2,,1,5000,22,34,,,,
2019-G2-3-0436-02,5,19,1,,2,,,34,,,,
2019-G2-3-0436-02,2,50,1,,1,12000,22,34,,,,
2019-WC-3-0094,1,42,2,,1,20000,5,34,,,,
2019-ISG-4-0247-02,1,37,2,,2,,,34,,,,
2019-PAL2-6-0056,1,47,2,,1,13000,5,34,,,,
2019-PAN-2-0299-04,1,36,2,,1,16000,5,34,,,,
2019-UW-6-0160,1,27,1,,1,5000,22,34,,,,
2019-ISG-6-0098-02,5,3,1,,,,,34,,,,
2019-PAL-3-0034-02,1,34,2,,1,24000,5,34,,,,
2019-UW-1-0156,1,41,2,,2,,,34,,,,
2019-ISU-1-0347-02,5,5,1,,,,,34,,,,
2019-ISU-1-0347-02,4,12,2,,1,14000,5,34,,,,
2019-PAL-6-0557-03,1,39,2,,1,5000,8,34,,,,
2019-PAL-2-0007-02,5,17,1,,2,,,34,,,,
2019-PAL-2-0007-02,5,12,1,,,,,34,,,,
2019-ISG-1-0038-02,2,65,1,,1,15000,22,34,,,,
2019-WC-4-0091,2,44,1,,1,10000,26,34,,,,
2019-ISG-2-0305-03,4,14,2,,1,12000,22,34,,,,
2019-ISG-2-0305-03,1,44,1,,,,,34,,,,
2019-UW-6-0051-02,5,12,1,,,,,34,,,,
2019-G2-3-0035-03,10,16,2,,2,,,34,,,,
2019-PAN-6-0004-02,2,38,1,,1,45000,5,34,,,,
2019-PAN-6-0004-02,5,1,1,,,,,34,,,,
2019-ISG-6-0057-02,1,45,2,,2,,,34,,,,
2019-UW-6-0076-03,1,29,2,,1,20000,5,34,,,,
2019-G2-3-0573-02,1,41,2,,2,,,34,,,,
2019-ISG-6-0027-03,1,42,2,,1,15000,22,34,,,,
2019-ISG-6-0029,9,28,1,,1,13000,26,34,,,,
2019-PAL4-3-0063-02,2,39,1,,,,,34,,,,
2019-PAL-5-0086-02,5,7,1,,,,,34,,,,
2019-UW-6-0193-02,4,20,2,,1,20000,5,34,,,,
2019-UW-6-0193-02,2,54,1,,1,75000,5,34,,,,
2019-UW-6-0193-02,5,16,1,,2,,,34,,,,
2019-UW-6-0193-02,5,18,1,,2,,,34,,,,
2019-PAL-6-0227-03,5,7,1,,,,,34,,,,
2019-PAL-6-0227-03,5,3,1,,,,,34,,,,
2019-ISU-1-0035-02,5,3,1,,,,,34,,,,
2019-ISU-1-0035-02,5,5,1,,1,10000,22,34,,,,
2019-ISU-1-0044,4,9,2,,,,,34,,,,
2019-ISU-1-0044,5,6,1,,,,,34,,,,
2019-ISU-1-0044,4,16,2,,2,,,34,,,,
2019-ISU-1-0044,5,17,1,,2,,,34,,,,
2019-ISU-1-0044,4,13,2,,,,,34,,,,
2019-ISU-1-0141-02,5,1,1,,,,,34,,,,
2019-ISU-1-0141-02,5,5,1,,,,,34,,,,
2019-ISU-1-0141-02,1,25,1,,1,13000,5,34,,,,
2019-ISU-1-0044,5,11,1,,,,,34,,,,
2019-ISU-1-0044,4,3,2,,,,,34,,,,
2019-UW-1-0183-03,1,41,2,,2,,,34,,,,
2019-PAL-1-0140,4,21,2,,1,12000,5,34,,,,
2019-PAL-1-0140,5,20,1,,1,15000,51,34,,,,
2019-PAL-1-0140-10,5,6,1,,1,8000,51,34,,,,
2019-PAL-1-0252-02,2,23,2,,3,,26,34,,,,
2019-G2-3-0408,4,18,2,,1,18000,5,34,,,,
2019-G2-3-0408,5,22,1,,1,16000,5,34,,,,
2019-PAL-5-0705,13,63,1,,,,,34,,,,
2019-WC-4-0233-02,2,30,1,,1,39000,5,34,,,,
2019-WC-4-0323,11,26,1,,1,15000,5,34,,,,
2019-WC-4-0323,4,24,2,,1,13000,5,34,,,,
2019-WC-4-0323,2,60,1,,1,10000,11,34,,,,
2019-WC-4-0323,5,18,1,,2,,,34,,,,
2019-WC-4-0323-02,2,32,1,,1,12000,5,34,,,,
2019-WC-4-0323-02,5,6,1,,,,,34,,,,
2019-ISG-6-0064-02,1,46,2,,2,,,34,,,,
2019-PAL-5-0671,1,42,2,,2,,,34,,,,
2019-G2-3-0040,5,17,1,,2,,,34,,,,
2019-G2-3-0040,5,6,1,,,,,34,,,,
2019-G2-3-0040,4,15,2,,2,,,34,,,,
2019-G2-3-0040,2,50,1,,1,15000,5,34,,,,
2019-G2-3-0040-02,1,29,2,,2,,,34,,,,
2019-PAL-6-0178,4,13,2,,,,,34,,,,
2019-PAL-6-0178,5,8,1,,,,,34,,,,
2019-PAL-6-0178,1,39,1,,1,20000,26,34,,,,
2019-PAL-5-0083-04,4,4,2,,2,,,34,,,,
2019-PAL2-3-0043-03,4,5,2,,,,,34,,,,
2019-PAL2-3-0043-03,2,35,1,,1,15000,5,34,,,,
2019-G2-3-0434-02,5,1,1,,,,,34,,,,
2019-G2-3-0434-02,5,7,1,,,,,34,,,,
2019-G2-3-0434-02,2,31,1,,1,13000,5,34,,,,
2019-UW-1-0282-02,1,51,1,,1,19200,51,34,,,,
2019-UW-6-0119,4,13,2,,,,,34,,,,
2019-UW-6-0119,5,9,1,,,,,34,,,,
2019-UW-6-0119,1,46,1,,2,,,34,,,,
2019-PAL2-3-0074-02,6,25,1,,1,26000,5,34,,,,
2019-UW-6-0135-03,1,24,2,,2,,,34,,,,
2019-ISG-6-0080-05,10,36,2,,1,8000,5,34,,,,
2019-PAL-3-0031-04,4,7,2,,,,,34,,,,
2019-PAL-3-0031-04,5,3,1,,,,,34,,,,
2019-PAL-3-0031-04,5,12,1,,,,,34,,,,
2019-PAL-3-0031-04,2,41,1,,1,13000,5,34,,,,
2019-UW-1-0284,2,49,2,,1,12000,22,34,,,,
2019-PAL-4-0126-02,1,34,2,,2,,,34,,,,
2019-G2-3-0352-02,1,36,2,,1,3500,22,34,,,,
2019-ISG-4-0041,4,40,2,,1,20000,26,34,,,,
2019-ISG-4-0041-04,2,37,1,,1,13000,11,34,,,,
2019-PAN-6-0043,1,38,2,,2,,,34,,,,
2019-PAL-6-0462,2,69,2,,1,5000,26,34,,,,
2019-G2-3-0360-02,1,29,2,,2,,,34,,,,
2019-G2-3-0360-02,6,28,1,,2,,,34,,,,
2019-PAL-6-0067,4,12,2,,,,,34,,,,
2019-PAL-6-0067,5,21,1,,2,,,34,,,,
2019-PAL-6-0067,2,49,1,,1,10000,5,34,,,,
2019-PAL3-3-0072,5,26,1,,,,,34,,,,
2019-PAL3-3-0072,5,30,1,,1,15000,26,34,,,,
2019-PAL3-3-0072,6,7,1,,,,,34,,,,
2019-PAL-5-0406,1,55,2,,3,,,34,,,,
2019-PAL2-3-0060-02,1,58,2,,1,30000,22,34,,,,
2019-ISU-1-0284,1,63,2,,3,,,34,,,,
2019-UW-6-0124,5,17,1,,2,,,34,,,,
2019-UW-6-0287,4,32,2,,1,17000,5,34,,,,
2019-UW-6-0287,2,53,1,,1,13000,51,34,,,,
2019-UW-6-0287,5,29,1,,2,,,34,,,,
2019-UW-6-0287-02,2,30,1,,1,16000,5,34,,,,
2019-UW-6-0287-02,4,2,2,,,,,34,,,,
2019-ISU-1-0174,1,45,2,,2,,,34,,,,
2019-PAL-6-0585,1,53,2,,2,,,34,,,,
2019-PAL-5-0141-02,4,2,2,,,,,34,,,,
2019-PAL-5-0141-02,4,8,2,,1,12000,5,34,,,,
2019-PAL-5-0840,2,61,2,,1,15000,26,34,,,,
2019-ISU-1-0543,1,42,2,,1,6000,22,34,,,,
2019-WC-4-0092-02,2,36,2,,1,5000,26,34,,,,
2019-WC-4-0103-05,2,40,1,,,,,34,,,,
2019-PAL-6-0160,4,25,2,,1,22000,5,34,,,,
2019-G2-3-0008-04,1,49,2,,2,,,34,,,,
2019-PAL-3-0006-03,2,41,2,,1,13000,5,34,,,,
2019-PAL-6-0030,2,32,1,,1,15000,22,34,,,,
2019-PAL-6-0030,4,4,2,,,,,34,,,,
2019-WC-3-0093,2,31,1,,1,12000,22,34,,,,
2019-PAL-5-0300-04,2,41,1,,1,20000,5,34,,,,
2019-PAL-6-0180,1,59,2,,1,1500,22,34,,,,
2019-ISG-2-0315,4,16,2,,2,,,34,,,,
2019-ISG-2-0315,2,60,1,,3,,,34,,,,
2019-G2-3-0486-06,2,27,1,,1,20000,51,34,,,,
2019-PAL2-1-0006-06,4,0,2,,,,,34,,,,
2019-PAL2-1-0006-06,1,33,1,,1,10000,5,34,,,,
2019-WC-6-0043-04,2,30,1,,1,13000,51,34,,,,
2019-WC-6-0043-04,4,0,2,,,,,34,,,,
2019-PAL-1-0176-02,4,3,2,,,,,34,,,,
2019-PAL-1-0176-02,4,10,2,,,,,34,,,,
2019-PAL-1-0176-02,2,31,2,,1,10000,22,34,,,,
2019-G2-3-0021,1,49,2,,2,,,34,,,,
2019-G2-3-0021,5,17,1,,2,,,34,,,,
2019-G2-3-0021,5,16,1,,2,,,34,,,,
2019-G2-3-0021,5,14,1,,,,,34,,,,
2019-G2-3-0021,2,53,1,,1,20000,5,34,,,,
2019-UW-6-0201-02,6,23,2,,1,16000,5,34,,,,
2019-PAL-5-0156-03,2,21,1,,1,18000,5,34,,,,
2019-WC-4-0056-03,1,36,2,,1,20000,5,34,,,,
2019-G2-3-0127,4,19,2,,2,,,34,,,,
2019-G2-3-0127,2,42,1,,1,30000,5,34,,,,
2019-G2-3-0127,4,4,2,,,,,34,,,,
2019-G2-3-0127,4,8,2,,,,,34,,,,
2019-PAL-1-0024-03,1,42,1,,1,13000,51,34,,,,
2019-PAL-1-0024-03,4,20,2,,2,,,34,,,,
2019-PAL-1-0024-03,4,22,2,,2,,,34,,,,
2019-PAL-6-0410-03,2,33,1,,1,13000,5,34,,,,
2019-PAL-6-0410-03,5,9,1,,2,,,34,,,,
2019-PAL-6-0410-03,4,6,2,,2,,,34,,,,
2019-PAL-6-0410-03,4,7,2,,3,,,34,,,,
2019-PAL2-6-0089,4,48,2,,,,,34,,,,
2019-PAL2-6-0089,4,43,2,,,,,34,,,,
2019-ISG-4-0065-02,5,16,1,,2,,,34,,,,
2019-G2-3-0304,4,25,2,,1,40000,26,34,,,,
2019-G2-3-0304,5,26,1,,1,25000,26,34,,,,
2019-G2-3-0304-02,2,23,2,,1,9000,5,34,,,,
2019-G2-3-0304,2,49,1,,1,90000,28,34,,,,
2019-WC-4-0007,2,41,1,,1,18000,5,34,,,,
2019-ISG-2-0318-06,1,50,2,,2,,,34,,,,
2019-UW-6-0218,6,14,2,,,,,34,,,,
2019-UW-6-0218,6,20,2,,2,,,34,,,,
2019-PAL-1-0186,1,43,2,,1,15000,5,34,,,,
2019-ISU-1-0274,1,47,2,,1,13000,5,34,,,,
2019-PAL-5-0336,4,19,2,,1,35000,5,34,,,,
2019-PAL-5-0142-02,1,36,2,,2,,,34,,,,
2019-PAL-1-0144-02,2,32,2,,1,15000,5,34,,,,
2019-UW-1-0288-04,1,44,1,,1,12000,51,34,,,,
2019-UW-1-0288-04,5,11,1,,,,,34,,,,
2019-UW-1-0288-04,4,10,2,,,,,34,,,,
2019-G2-3-0635,5,19,1,,2,,,34,,,,
2019-G2-3-0635,2,53,1,,1,9000,22,34,,,,
2019-G2-3-0635,5,22,1,,1,13000,5,34,,,,
2019-PAL3-3-0090,2,40,2,,2,,,34,,,,
2019-UW-1-0170-02,1,40,2,,1,15000,5,34,,,,
2019-ISG-4-0145-02,1,37,2,,2,,,34,,,,
2019-UW-1-0103-02,1,39,2,,2,,,34,,,,
2019-WC-6-0049,1,68,2,,3,,,34,,,,
2019-G2-3-0361,6,7,1,,,,,34,,,,
2019-G2-3-0361,6,11,1,,,,,34,,,,
2019-G2-3-0361,6,15,2,,2,,,34,,,,
2019-G2-3-0213-04,1,36,2,,2,,,34,,,,
2019-UW-1-0424-02,1,28,1,,1,15000,5,34,,,,
2019-UW-1-0424-02,5,3,1,,,,,34,,,,
2019-UW-6-0138,2,48,2,,1,6000,23,34,,,,
2019-PAL-5-0511-03,1,30,2,,1,11000,5,34,,,,
2019-UW-6-0274,2,48,2,,1,10000,22,34,,,,
2019-ISU-1-0134-02,2,48,2,,2,,,34,,,,
2019-WC-6-0062,5,24,1,,1,18000,5,34,,,,
2019-WC-6-0062,1,69,1,,,,,34,,,,
2019-PAL2-3-0080-08,1,37,1,,1,14000,5,34,,,,
2019-UW-6-0172,1,39,2,,1,9000,5,34,,,,
2019-ISG-1-0012,1,50,2,,2,,,34,,,,
2019-G2-3-0274-02,1,45,2,,1,16000,5,34,,,,
2019-G2-3-0274-02,14,47,2,,1,3000,22,34,,,,
2019-G2-3-0274-04,5,9,1,,,,,34,,,,
2019-G2-3-0274-04,5,10,1,,1,13200,51,34,,,,
2019-G2-3-0274-04,2,51,1,,1,7000,26,34,,,,
2019-UW-6-0305,1,39,2,,1,10000,33,34,,,,
2019-UW-6-0170,6,18,1,,2,,,34,,,,
2019-G2-3-0404-02,2,25,1,,1,10000,5,34,,,,
2019-UW-1-0217-02,1,31,1,,1,25000,5,34,,,,
2019-UW-1-0217-02,5,0,1,,,,,34,,,,
2019-ISU-1-0053-02,5,4,1,,,,,34,,,,
2019-ISU-1-0053-02,4,3,2,,1,15000,22,34,,,,
2019-ISU-1-0522-03,4,7,2,,,,,34,,,,
2019-ISU-1-0522-03,2,34,1,,1,20000,5,34,,,,
2019-PAL2-6-0077-02,1,39,2,,2,,,34,,,,
2019-PAL-3-0014-08,2,43,1,,1,20000,5,34,,,,
2019-PAL-3-0014-08,4,7,2,,,,,34,,,,
2019-PAL-3-0014-08,5,13,1,,,,,34,,,,
2019-PAL-6-0200,1,49,2,,2,,,34,,,,
2019-ISU-1-0023,2,42,2,,2,,,34,,,,
2019-UW-6-0053-02,2,42,1,,1,8000,51,34,,,,
2019-UW-6-0053-02,5,1,1,,,,,34,,,,
2019-UW-6-0053-02,4,5,2,,,,,34,,,,
2019-PAL-5-0829,5,2,1,,,,,34,,,,
2019-PAL-5-0829,4,10,2,,,,,34,,,,
2019-PAL-5-0829,2,50,1,,1,20000,5,34,,,,
2019-WC-6-0073-02,2,53,1,,1,7000,26,34,,,,
2019-WC-6-0073-02,4,17,2,,2,,,34,,,,
2019-WC-6-0073-03,2,21,2,,1,16000,5,34,,,,
